,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
2136,1,3,4,163,10,casa,,"[-99.1790336448,19.4437664959]",195,6500000,HO60764B18D73E5MX,"[""casa"",""casa-unifamiliar""]",1939,"Buena Oportunidad de Inversión, Ideal para Desarrollo de Departamentos , Actualmente cuenta con Uso de Suelo Habitacional, Permitido Construir 4 Niveles y se Puede Cambiar por la Factibilidad de la Zona a Uso de Suelo Mixto.  En Zona muy bien ubicada cerca de Polanco y Circuito Interior. Con 195 Mts2 de Terreno y 163 Mts2 de Construcción. La Propiedad se encuentra en 2 Plantas. Tiene Área de Estancia , 1/2 Baño de Visitas, Área de Cocina, 3 Recamaras, Baño Completo y Garaje para 10 Autos. EasyBroker ID: EB-DG7251",https://www.lamudi.com.mx/estupenda-propiedad-en-la-colonia-anahuac-a-unos-pasos-del-nuevo-polanco.html
2137,4,4,8,972,4,casa,,"[-99.1900322,19.3461527]",1690,75000000,HO6116161E79B92MX,"[""casa"",""casa-unifamiliar""]",2021,"Excelente proyecto para remodelar en san angel , amplios espacios, techos altos 4 recamaras con baño, sala, comedor, estudio, cuarto de juegos, 2 cuartos de servicio  Proyecto arq. Pedro Ramirez Vazquez. EasyBroker ID: EB-IF0787",https://www.lamudi.com.mx/casa-para-remodelar-en-san-angel.html
2138,4,3,unknown,226,4,casa,,"[-99.24967,19.33482]",1128,2600000,HO5FD3E75218B88MX,"[""casa"",""townhouse""]",unknown,Casa venta adjudicada remate bancario San bartolo ameyalco desierto de los leones 6527 Se vende propiedad de remate Bancario atravez de cesion De derechos excelente ubicacion No acepto credito solo pago De contado unico precio Entrega programada 12 a 14 Meses concertar cita Maria pacheco al 5583507288,https://www.lamudi.com.mx/mp-casa-residencial-remate-bancario-san-bartolo-ameyalco.html
2139,3,3,unknown,516,6,casa,,"[-99.20256,19.33198]",860,8180000,HO5DF28E86F3EE7MX,"[""casa"",""casa-unifamiliar""]",unknown,"Oportunidad, venta de propiedad en remate bancario, excelente oportunidad, venta solo de contado, no se acepta ningún tipo de crédito hipotecario ya que estos inmuebles son de recuperación bancaria. Los remates bancarios son una excelente oportunidad, con plusvalía inmediata al adquirir la propiedad entre un 40 y 60 % por debajo de su valor comercial. Aproveche la oportunidad de adquirir bonita casa dúplex en un buen precio por debajo de su valor comercial en una excelente zona, cerca de centros comerciales, escuelas, líneas de transporte y excelentes vías de acceso. Su inversión está garantizada bajo contrato y ante notario público, la propiedad se entrega con escrituras y libre de gravamen. Oportunidad para inversionistas de hacer negocio con bienes raíces por cesión de derechos con garantía hipotecaria. Firma de contrato: $ 510,000.00 Firma de cesión: $ 7,670,000.00 Precio total: $ 8,180,000.00 Acf51217",https://www.lamudi.com.mx/venta-de-casa-en-jardines-del-pedregal-de-san-angel-alvaro-obregon-8-180-000-00.html
2140,2,2,unknown,190,2,casa,,"[-99.22602,19.3198]",406,6700000,HO610483B62776BMX,"[""casa"",""casa-unifamiliar""]",unknown,"Estupenda casa en San Jerónimo Aculco , tiene entrada para 2 autos , sala - comedor , cocina , 1/2 baño , tiene un local dentro de la casa en planta baja con cortina a la calle que se puede aprovechar muy bien para rentarlo o poner un negocio , en la planta alta son 2 recámaras y 1 estudio y también 1 baño completo . Tiene 1 terraza muy amplia APROVECHA !!!!!",https://www.lamudi.com.mx/estupenda-casa-en-san-jeronimo-aculco.html
2141,4,3,7,328,5,casa,,"[-99.2154377,19.3300363]",284,17900000,HO5E339919506AAMX,"[""casa"",""casa-unifamiliar""]",2021,"Hermosa casa completamente nueva y terminada con acabados de lujo!!!En dos niveles cuenta con sala comedor, cocina integral, estudio, family room(opción a recamara), jardín que se integra al área social con baño para hombres y mujeres.3 recamaras c/u con baño; 2 con vestidor y 1 con closet. 5 lugares de estacionamiento ( 2 adentro, 3 afuera)Terraza con asador argentino. EasyBroker ID: EB-EM2517",https://www.lamudi.com.mx/oprtunidad-de-casa-para-estrenar-en-calle-cerrada-san-jeronimo-lidice.html
2142,4,4,8,393,5,casa,,"[-99.1506276,19.3755856]",390,16500000,HO60FA5164E56B1MX,"[""casa"",""casa-unifamiliar""]",2000,"casa en venta en letran valle, benito juarez, casa en venta de 4 recamaras con closet, 4 baños y 5 cajones de estacionamiento, casa en venta ideal para notarias u oficinas comerciales, con cuarto de servicio, casa en venta con 393 m2 de construcion y jardin, casa en venta entre eje central y av dr vertiz, con vias de acceso hacia division del norte y av univeridad",https://www.lamudi.com.mx/casa-sola-en-venta-en-letran-valle-benito-juarez-1.html
2143,2,3,3,185,2,casa,,"[-99.26728,19.38209]",185,6500000,HO6100EECCC33F9MX,"[""casa"",""casa-unifamiliar""]",2020,"Wiggot: p0peIIn TOWNHOUSE EN LOMAS DE VISTA HERMOSA CUAJIMALPA DE MORELOS VENTA: $6,500,000 MN 185 mts2 3 recamaras  2 baños Sala/family  Comedor Cocina completa Área de lavado Cuarto de servicio con baño 2 lugares de estacionamientos Áreas comunes: Alberca con baños y vestidores Vapor Salón de usos múltiples  Cancha de tenis Área de niños con trampolín y juegos de jardínCLAVE: LS-JERBER",https://www.lamudi.com.mx/townhouse-en-venta-en-cuajimalpa-1.html
2144,3,3,6,500,2,casa,,"[-99.2731398,19.3736594]",315,17500000,HO605EA052A7306MX,"[""casa"",""casa-unifamiliar""]",2021,"Casa en Venta en Calle Retorno La Loma Larga, Col. Lomas de Vista Hermosa,  Cuajimalpa de Morelos.*Tiene 315.00 m2 de terreno y 500.00 m2 de construcción aproximadamente.*Remodelada totalmente hace 3 años. *En una de las calles más tranquilas de Vista Hermosa, con 2 plumas de vigilancia para el acceso.* PLATA ALTA: 3 recámaras, cada una con vestidor y baño completo. La recamara principal cuenta con sala de estar y tapanco con gimnasio y oficina. *Cuarto de blancos y elevador de ropa al área de lavado.*PLANTA BAJA: Sala, comedor, cocina integral nueva, sala de tv, vestíbulo, 1/2 baño y bodega. * SOTANO: Bar o salón de juegos (en socavón). *EXTERIOR: Garage para 2 autos, 2 bodegas, jardín, área de asador y plancha de tepanyaki.*AZOTEA: Cuarto de servicio, área de lavado y área de tendidoPrecio de Venta $ 17,500,000 MN. EasyBroker ID: EB-HD2163",https://www.lamudi.com.mx/casa-en-venta-en-cuajimalpa-3-rec-4-banos-jardin.html
2145,3,3,6,200,2,casa,,"[-99.1900322,19.3461527]",0,11500000,HO60F283497C80AMX,"[""casa"",""casa-en-condominio""]",2021,"Bonita casa en Condominio, en San Angel, 3 recamaras con baño cada una, amplia sala y comedor, cocina , cuarto de servicio, 2 lugares de estacionamiento. EasyBroker ID: EB-GZ7381",https://www.lamudi.com.mx/casa-en-condominio-en-san-angel-19.html
2146,3,3,6,292,0,casa,,"[-99.2977,19.34711]",127,7900000,HO5E5AE06286AA0MX,"[""casa"",""casa-unifamiliar""]",2004,"Preciosa casa muy bien ubicada, en privada con solo 4 casas, la estancia muy amplia y con doble altura, mucha luz y muy calientita. Tres recámaras con baño y closets en cada una. Cocina Integral, desayunador, mucha madera y puertas de seguridad con muy bonito acabado.",https://www.lamudi.com.mx/casa-en-cerrada-en-venta-en-contadero-460679.html
2147,2.5,3,unknown,170,2,casa,,"[-99.30231,19.35862]",175,6300000,HO60B679034C7D3MX,"[""casa"",""casa-en-condominio""]",unknown,"Preciosa e inigualable casa en condominio totalmente remodelada, en excelente ubicación: con salida inmediata a la carretera y a solo minutos de santa fe, con vigilancia las 24 hrs., área verde con palapa, barra de servicio y asador. La casa cuenta con amplios y cómodos espacios, con mucha iluminación natural y excelentes acabados, estancia muy amplia, baño de visitas, cocina equipada, cuarto de servicio, family room, 3 recámaras, 2 la recámara principal con doble altura, con 3 amplios closets y baño integrado, las otras dos recámaras comparten baño; 2 estacionamientos independientes.",https://www.lamudi.com.mx/venta-hermosa-casa-en-cuajimalpa-lista-para-entrar.html
2148,3,3,unknown,338,1,casa,,"[-99.29972,19.36127]",153,3904200,HO60F89CFB0766FMX,"[""casa"",""casa-unifamiliar""]",unknown,"Atención inversionistas. Inmueble de remate bancario, los inmuebles no se pueden ver en su interior y el banco no acepta créditos hipotecarios. El pago tiene que ser de contado con fondos propios. Entrega de 10 a 12 meses aprox. Visite y solicite una cita en nuestras oficinas.",https://www.lamudi.com.mx/luis-castillo-ledon-0.html
2149,5,4,4,310,2,casa,,"[-99.2977,19.34711]",188,9500000,HO60C445A017106MX,"[""casa"",""casa-en-condominio""]",2002,"Condominio moderno de solo 4 casas. Esta casa, originalmente de 278mts construidos, fue remodelada y ampliada hace 5 años. En Planta Baja tiene un hall de entrada con mucha luz , amplia sala y comedor con salida a la terraza y un family que da a la cocina de muy buen tamaño con mucha ventilación. En la parte de atrás un cuarto que actualmente se usa como consultorio con baño completo y entrada directa de afuera sin tener que entrar a la casa. En Planta Alta hay 4 recamaras con baño completo cada una, la principal con un super vestidor, y subiendo a un 3er piso esta la lavanderia y cuarto de servicio con su baño completo.",https://www.lamudi.com.mx/contadero-casa-en-venta-condominio-horizontal-terraza.html
2150,1,3,11,460,2,casa,,"[-99.239029,19.344958]",311,8410000,HO5F4F4140EE69CMX,"[""casa"",""casa-unifamiliar""]",2015,"EDÍFIKA BY KW VENDE UNA EXTRAORDINARIA OPORTUNIDAD EN LAS ÁGUILAS. SI USTED HA PENSADO EN HACER UNA INVERSIÓN EN LA MEJOR UBICACIÓN, EL MOMENTO HA LLEGADO. INMUEBLE CON USO COMERCIAL Y HABITACIONAL. EL USO COMERCIAL TIENE AUTORIZADOS OFICINAS, REPRESENTACIONES DIPLOMÁTICAS, GUARDERÍAS, JARDÍN DE NIÑOS, ETC. IDEAL PARA NOTARÍAS, DESPACHOS, CONSULTORIOS, O TENER EN CASA SU PROPIO TRABAJO EN LA ERA DEL HOME-OFFICE. ESTA CASA SE ENCUENTRA A UN PASO DE LA SUPERVÍA PONIENTE, CON POSIBILIDAD DE ACCEDER A SANTA FE EN UNOS MINUTOS, O DE BAJAR A PERIFÉRICO PARA LLEGAR A CUALQUIER PUNTO DEL SUR DE LA CIUDAD. ES UN INMUEBLE CON UN PRECIO RAZONABLEMENTE BAJO, CON RESPECTO A LA ZONA, PARA QUE USTED REALICE EN ÉL LOS CAMBIOS O ADECUACIONES QUE REQUIERA PARA CONVERTIRLO EN SU ESPACIO IDEAL. LA PROPIEDAD SE ENCUENTRA EN MUY BUENAS CONDICIONES Y ESTÁ 100% HABITABLE. SU PRECIO EXTRAORDINARIO LE PERMITIRÁ MODERNIZAR RECÁMARAS O BAÑOS, O IMPRIMIR SU ESTILO EN CUALQUIERA DE SUS ESPACIOS. APROVECHE SUS 460 M2 DE CONSTRUCCIÓN. TIENE 311 M2 DE TERRENO. SI LO QUIERE PARA VIVIR, REALICE PROYECTOS, MATERIALIZANDO EL LUGAR IDEAL PARA USTED Y SU FAMILIA. TOMARÁ UNA GRAN DECISIÓN EN UNA DE LAS MEJORES ZONAS DE LA CIUDAD, DONDE LA PLUSVALÍA... ES EL REGALO DEL TIEMPO.",https://www.lamudi.com.mx/se-vende-casa-con-uso-habitacional-o-comercial-en-las-aguilas.html
2151,2,2,unknown,73,0,casa,,"[-99.13427,19.45713]",0,1998222,HO611B28AF15DAAMX,"[""casa"",""casa-unifamiliar""]",unknown,"El avalúo de esta propiedad es de $2'997,333 y se remata el 2/sept/2021; Pago directo al banco con descuentos del 50 por ciento; reciba auditoria inmobiliaria con avalúo, costo notarial, estudio de mercado, plusvalía, techo en subasta, etc.;  Vea video?????..  Consulte listado de propiedades y Pida información sobre nuestro curso presencial para compradores en forma tradicional y en subasta???../",https://www.lamudi.com.mx/oportunidad-remate-judicial-5214.html
2152,uknown,unknown,unknown,unknown,unknown,casa,unknown,"[-99.2118706,19.3563768]",760,22000000,HO5B4172D451491MX,"[""casa"",""casa-unifamiliar""]",2021,"Terreno en esquina con una casa a la mitad del terreno y la otra mitad  posee un enorme jardín, Habitacional, 3 Niveles, una vivienda cada 200 mts. EasyBroker ID: EB-BX1629",https://www.lamudi.com.mx/terreno-de-760-m2-en-venta-en-ampliacion-alpes-alvaro-obregon.html
2153,3,3,6,850,unknown,casa,,"[-99.2544494,19.3650953]",1000,4600000,HO5C1AEF459E516MX,"[""casa"",""casa-en-condominio""]",2021,"Tres recamaras muy amplias con vestidor y baño la principal con jacuzi. Hall de distribución  Sala comedor separados doble altura  Desayunador Cocina Despensa Closet de visitas Despacho forrado de madera Área de Tv Estudio Área de juegos con cocina, pantry, terraza, asador, además tiene acceso independiente para los invitados. Precio y disponibilidad sujeto a cambio sin previo aviso. EasyBroker ID: EB-CJ5059",https://www.lamudi.com.mx/casa-en-condominio-venta-santa-fe.html
2154,2,3,unknown,156,2,casa,,"[-99.0945243,19.4284601]",168,3205000,HO5F92522F16FF9MX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente oportunidad de inversión muy por debajo del valor comercial. Adjudicada.  Empresa con experiencia en remates bancarios ofrece excelente oportunidad de prestación de servicios para adquirir tu casa de remate"". No se acepta ningún tipo de crédito solo pagos de contado.  - precio publicado, ""incluyen los honorarios"". - cesión de derechos ante notario público, inmediata - asistencia jurídica hasta el final del proceso. - inversión garantizada bajo contrato.  Cerca de centros comerciales vías de comunicación principales, transporte público, escuelas, hospitales, gasolineras.  Cualquier información contáctame y platicamos con mucho gusto. Asesor comercial Silvia villanueva  Silviavillanueva@top.com",https://www.lamudi.com.mx/casa-de-recuperacion-bancaria-venustiano-carranza-2.html
2155,3,4,unknown,243,3,casa,,"[-99.12471,19.27523]",196,4006000,HO611D50E14EAEBMX,"[""casa"",""casa-unifamiliar""]",unknown,"Remato casa en majuelos , p0trero de la noria, xochimilco, ciudad de mexico.  Con excelente ubicación centrica : entre pera verdinal y paseo de los sauces , a 4 minutos de prol. Division del nte .  A 3 minutos del colegio euterpe, a 4 minutos de la secundaria tecnica #118, a 3 minutos del colegio bilingue bruner - taoma y excelentes accesos viales.  ****inversión asegurada por escrito ****solo efectivo*** no créditos******no creditos bancarios**  ***solo efectivo**no se aceptan creditos bancarios o hipotecarios***propiedad para liberar escrituras***  Costo remate de $4,006,000.00 ( costo comercial real $6,500,000.00 )honorarios y firma de contrato $370,ooo.oo   Consta de 4 habitaciones - 3 baño - 2 estacionamientos-3 estacionamientos  243 m2 de construcción - 196 m2 de tebbrreno.***aproximadamente***  *** no se aceptan créditos bancarios ***(infonavit, fovisste, hipotecario)  Programa tu cita, sera un placer atenderte  Cel y whatsapp // telegram : *** gerardo olmedo***",https://www.lamudi.com.mx/go-remato-casa-en-majuelos-p0trero-de-la-noria-xochimilco-solo-efectivo.html
2156,2,2,4,255,1,casa,,"[-99.2188127,19.4190876]",255,850000,HO60973F3CA5631MX,"[""casa"",""casa-unifamiliar""]",2021,"Muy bonita casa remodelada, en muy buen estado.  Tiene 2 recámaras, 2.5 baños, cuarto de tele, calefacción, lugar para un coche, garage con puerta eléctrica.  No tiene cuarto de servicio.  Tiene un jardín de 30 m2 que da la vista verde al comedor y sala, entra mucha luz.  Puede ser vendida con muebles.  No hay nada igual, es perfecto para una pareja que recién casados.  Excelente ubicación en la calle Monte Caucaso, cerca de restaurantes y tiendas. EasyBroker ID: EB-CM9638",https://www.lamudi.com.mx/linda-casa-en-venta-monte-caucaso-1.html
