,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
1483,1,2,0,79,0,departamento,,"[-99.1358535,19.4037055]","Asturias, Cuauhtémoc",unknown,2810000,AP606C1953595BFMX,"[""departamento"",""departamentos""]",2021,"[VEN] ID HOUM: 25170Propiedad extraordinaria ubicada a un costado de una de las avenidas más importantes  de la ciudad como es viaducto y por aun lado se encuentra la avenida Tlalpan. De esta manera se tiene una facilidad para conectarse por toda la ciudad.El departamento tiene un espacio muy amplio ya que cuenta con un superficie de 79m2 donde se encuentran dos recámaras grandes y con balcón privado cada una, un baño lo suficiente grande  para tener un espacio cómodo. El Roof garden con el que cuenta tiene un espacio grande para realizar diferentes tipos de eventos sociales, tiene un estacionamiento para guardan con seguridad su vehículo.",https://www.lamudi.com.mx/departamento-en-asturias-2-habitaciones-79-0-m2.html
1484,4,3,0,164,3,departamento,,"[-99.2830047,19.3625834]","El Yaqui, Cuajimalpa de Morelos",unknown,6500000,AP606C195701C81MX,"[""departamento"",""departamentos""]",2021,"[VEN] ID HOUM: 26125Departamento en venta, excelente ubicación a dos cuadras del centro Santa Fe, con una de las arquitecturas modernas de la CDMX y con un espacio con una amplia comodidad debido a sus tres recamaras cada una con su baño y un cuarto de servicio, cocina y lo mas bonita de este departamento es su sala y comedor ya que es muy amplio.Cuenta con amenidades para el apapacho de los residentes como gimnasio, alberca, dos áreas  para niños, salones para jóvenes, asoleadero, asadores y 3 estacionamientos.",https://www.lamudi.com.mx/departamento-en-el-yaqui-3-habitaciones-164-0-m2.html
1485,3,2,5,157,2,departamento,,"[-99.2830047,19.3625834]","Santa Fe, Álvaro Obregón",unknown,6600000,AP60C85404E3019MX,"[""departamento"",""departamentos""]",2021,"SENDERO SANTA FE. ESPECTACULAR DEPARTAMENTO CON GRAN TERRAZA PRIVADA Y RECIEN REMODELADO CON ACABADOS DE MUY BUEN GUSTO.  ESTÁ UBICADO EN SEGUNDO PISO CON ELEVADOR,  TIENE SU SALA COMEDOR DE MUY BUEN TAMAÑO CON ACCESO DIRECTO A LA TERRAZA PARA DISFRUTAR DE UNAS HERMOSAS VISTAS JARDINADAS, AREA DE CANTINA BAR, MEDIO BAÑO DE VISITAS, GRAN COCINA INTEGRAL  CON ALACENA, AMPLIO CUARTO DE LAVANDERIA.  TIEN DOS RECÁMARAS:  LA RECÁMARA PRINCIPAL  ES BASTANTE AMPLIA CON VESTIDOR Y GRAN CLOSET, UNA SALA PARA VER T.V.  Y ÁREA PARA DESKTOP Y HACER HOME OFFICE.  LA SEGUNDA RECÁMARA ES TAMBIEN MUY AMPLIA CON GRAN CLOSET Y BAÑO COMPLETO INTEGRADO. CUENTA CON DOS ESTACIONAMIENTOS FIJOS Y TECHADOS Y UNA GRAN BODEGA. ES UN DEPARTAMENTO PARA DISFRUTAR DE POR VIDA. ADEMÁS EL CONDOMINIO TIENE ÁREAS COMUNES DE PRIMER NIVEL CON EXCELENTE MANTENIMIENTO EN TODAS SUS INSTALACIONES. HAY VARIOS ELEVADORES EN LA TORRE, POR LO QUE ES MUY RÁPIDO LLEGAR A LAS ÁREAS COMUNES, Y ESTAS SON: GRAN ALBERCA TECHADA SEMIOLÍMPICA, AREA DE JACUZZI,  BAÑOS Y VESTIDORES, VAPOR Y SAUNA, GIMNASIO MUY BIEN EQUIPADO, LUDOTECA, TERRAZAS EN AREAS JARDINADAS CON PARRILLAS Y ASADORES, BUSINESS CENTER, SALÓN DE EVENTOS, JUEGOS INFANTILES, ESTACIONAMIENTO DE VISITAS, ESTRICTA SEGURIDAD LAS 24HRS TODOS LOS DIAS. SENDERO SANTA FE SE ENCUENTRA ESTRATÉGICAMENTE UBICADO, YA QUE SE ENCUENTRA MUY CERCA DEL CENTRO COMERCIAL SANTA FE Y DE TODOS LOS CORPORATIVOS.  EL MONTO DE MANTENIMIENTO MENSUAL ES DE $4,935M.N. EasyBroker ID: EB-HS9834",https://www.lamudi.com.mx/sendero-santa-fe-6-600-000mn-magnifico-departamento-en-venta.html
1486,1,2,unknown,56,1,departamento,,"[-99.13983,19.37012]","Albert, Benito Juárez",unknown,2100000,AP60CE4D401E361MX,"[""departamento"",""departamentos""]",unknown,"Departamento de 56 m2 de superficie: °ubicado en primer piso °cuenta con estancia °comedor °cocina integral °dos recamaras con closet °un baño completo °area de lavado y tendido en azotea. El departamento cuenta con un lugar de estacionamiento (no es fijo). El condominio se encuentra a unos metros de calzada de tlalpan y metro portales. Informes y citas : precio: $2,100,000.00 ubicación-. Avenida víctor hugo 47a, albert, 03560 benito juárez, cdmx, méxico",https://www.lamudi.com.mx/departamento-en-venta-1928.html
1487,1,1,unknown,50,1,departamento,,"[-99.209266153309,19.27606110914]","Miguel Hidalgo 4A Sección, Tlalpan",unknown,1420000,AP5FF8D85841793MX,"[""departamento"",""desvan""]",unknown,Loft sala comedor cocina baño completo 1 recamara roof garden compartido con 1 vecino más. area de lavado arriba y lugar para bodega. sin lugar de estacionamiento,https://www.lamudi.com.mx/departamento-de-1-recamara-6.html
1488,2,2,unknown,75,1,departamento,,"[-99.15213746,19.37988677]","Independencia, Benito Juárez",unknown,3350000,AP607EFBD75C94DMX,"[""departamento"",""departamentos""]",unknown,"Departamento muy iluminado, con acabados de primera calidad, ubicado en edificio con vigilancia 24 horas, elevador y recepción. El departamento ubicado en 2º piso, prácticamente nuevo, cuenta con amplia sala comedor, cocina integral con cubierta de granito, cuarto de lavado, dos recamaras con closet, una de ellas con baño y otro baño completo en pasillo, ambos con cancel de cristal templado, ademas el departamento cuenta con un cajón de estacionamiento y una bodega. Visitalo te encantará.",https://www.lamudi.com.mx/lindo-de-departamento-con-acabados-de-lujo.html
1489,1,2,3,56,1,departamento,,"[-99.1905974,19.4887086]","Santo Domingo, Azcapotzalco",unknown,1580000,AP6088C83E8498EMX,"[""departamento"",""departamentos""]",2006,"Venta $1,580,000 (negociable)Departamento en venta en Azcapotzalco, Col. Santo Domingo, en los límites de CDMX y Edo. de México, a 15 mins. de Polanco. Fraccionamiento de 6 edificios con áreas verdes comunales, con vigilancia las 24 hrs., cámaras de vigilancia y acceso controlado, garage para 1 auto. Está en 1er nivel con elevador sala comedor corridos, cocina equipada con área de lavado integrada, 2 recámaras y un baño completo,. Tiene salón de usos múltiples, acceso peatonal con llave chip  y acceso automóvil con tag. EasyBroker ID: EB-HJ1184",https://www.lamudi.com.mx/depto-1er-piso-cerca-metro-aquiles-serdan.html
1490,2,3,unknown,59.83,1,departamento,,"[-99.19496,19.49456]","Pasteros, Azcapotzalco",unknown,2193690,AP60A4684D18C32MX,"[""departamento"",""departamentos""]",unknown,"Descripción Estrena departamento Col. Pasteros, azcapotzalco 3 recamaras 2 baños Sala-comedor Cocina equipada Area de lavado 1 estacionamiento Amenidades: Gimansio Ludoteca Terraza Juegos infantiles Coworking Salón de usos múltiples Caracteristicas: Lobby Rampa para discapacitados Área de administración Vigilancia 24 hrs Cctv Precio $2,193,690 Entrega agosto 2021 Sabemos que cada historia es única. Es por eso que te ayudamos a encontrar el crédito que sea el adecuado para ti de acuerdo a tus posibilidades y proyección a futuro. Agenda tu cita",https://www.lamudi.com.mx/venta-departamento-azcapotzalco-16.html
1491,3.5,2,5.5,164,2,departamento,,"[-99.2,19.433333]","Polanco, Miguel Hidalgo",unknown,15700000,AP60DCAE21F2CB6MX,"[""departamento"",""departamentos""]",unknown,"Video del departamento en youtube ver la sección de video en venta increíble nuevo departamento de lujo en calle antole france, polanco, en el corazón de polanco entre avenida homero y ejército nacional, ubicación super privilegiada, se encuentra en un tercer piso, se entrega como se ve el video con luminaria y sin pisos en sala-comedor y recámaras, son 164m2 habitable más 10m2 de terraza privada y dos lugares de estacionamiento. el departamento cuenta con: sala-comedor, terraza privada con excelente vista, cocina integral totalmente equipada con barra de granito, dos recámaras con baño completo totalmente acabados, la principal con amplio vestidor, family room o cuarto de tv, baño de visitas, área de la lavado, cuarto de servicio con baño completo y dos lugares de estacionamiento. el condominio cuenta con: lobby, seguridad las 24 horas y circuito cerrado. Llama ya al editado",https://www.lamudi.com.mx/increible-nuevo-departamento-con-terraza-en-venta-anatole-france-polanco-cdmx.html
1492,1,2,unknown,54,0,departamento,,"[-99.14267,19.45942]","San Simón Tolnahuac, Cuauhtémoc",unknown,1200000,AP6035725D5A2D0MX,"[""departamento"",""departamentos""]",unknown,"Departamento en calle tolnahuac, col. San simón, cuauhtémoc, se encuentra en un edificio de solo 34 departamentos, esta ubicado en 4to, piso, con excelente ubicacion, a unas cuadras de insurgentes norte, circuito interior, av. Vallejo, av. Guerrero, a 2 cuadras de estacion de metobus tolnahuac, a 10 min de la estacion de metro tlatelolco, cerca de plazas comerciales, centros comerciales, escuelas, bancos, transporte, 2 recamaras con espacio para closet, 1 baño completo con azulejo, sala, comedor, cocina, patio de servicio  Existe una cisterna que abastece a todos los departamentos.",https://www.lamudi.com.mx/departamento-en-cdmx-cuauhtemoc.html
1493,1,2,3,60,1,departamento,,"[-99.0952263,19.3200302]","Lomas Estrella, Iztapalapa",unknown,1350000,AP6118BB11C683AMX,"[""departamento"",""departamentos""]",1997,"<p>Unidad habitacional con areas verdes cuidadas, estacionamiento que no se estorba ,  vigilancia, limpia, en una cerrada con exclusa. </p><p>en 3er. Piso, con escaleras amplias</p><p>Departamento de 60 mts <br />Iluminado, fresco , ventilado  <br />Ambiente tranquilo y familiar <br />Con 2 recámaras  <br />Baño <br />Area de lavado <br />Cocina <br />Sala comedor  <br />Jaula de tendido <br />  <br />Requisitos </p><p>1 renta adelantada <br />1 renta de depósito <br />Fiador con bien inmueble libre de gravamen <br />Contrato de 1 año minimo  <br />Visitas cita previa. EasyBroker ID: EB-DL0013</p>",https://www.lamudi.com.mx/bonito-departamento-cerca-del-metro-lomas-estrella-1.html
1494,1,2,unknown,56,0,departamento,,"[-99.14418,19.41333]","Obrera, Cuauhtémoc",unknown,1099000,AP60A3FC0529FA5MX,"[""departamento"",""departamentos""]",unknown,"Departamento ubicado en la alcaldía Cuauhtémoc, en la Colonia Obrera, una de las colonias que rodean la parte centro de la Ciudad de México. Avenidas importantes lo rodean como son la av. Chimalpopoca, Eje Central Lázaro Cárdenas, José Peón Contreras, Calzada de San Antonio Abad, la diagonal José T. Cuellar y Diagonal 20 de Noviembre. Cuenta con alto equipamiento urbano y de transporte público como, la línea 1 del trolebús, RTP y metros de la línea 2, 8 y línea 9. Cuenta con una gran variedad de escuelas, parques, teatros, restaurantes, mercados y plazas comerciales.  El departamento se encuentra en un desarrollo de 3 niveles, en planta baja cuenta con un patio común, no cuenta con estacionamiento. Accedemos al desarrollo a través de una puerta peatonal con llave. El departamento se encuentra en el primer nivel interior, tiene un espacio de 56 m2 de superficie. Al entrar encontramos un área destinada de a estancia-comedor de 5x3.5 m. La cocina diseñada en pasillo cuenta con tarja y estantería flotada para almacenamiento de 1.5X2.5 m que da entrada al área de lavado abierta y semi techada con lamina de policarbonato semi traslúcida. Las dos recámaras se encuentran del lado izquierdo del departamento. Encontramos la entrada de la segunda recámara a través de la primera, ambas equipadas con clósets de madera y duela en piso. Desde la estancia encontramos el acceso a un baño completo de 1.2x1.5 m. Como amenidades tenemos a disposición un patio de uso común.",https://www.lamudi.com.mx/col-obrera-excelente-ubicacion-depto-en-planta-baja.html
1495,3,2,5,111,3,departamento,,"[-99.02341,19.38638]","Ampliación Granada, Miguel Hidalgo",unknown,7800000,AP605BD7A618552MX,"[""departamento"",""departamentos""]",2015,"Nocnok ID: MX20-HV6953. Departamento con una vista maravillosa Doceavo piso Dos recámaras con vestidor y baño completo Medio baño Amplia estancia con grandes ventanales y un hermoso y agradable balcón Cocina integral de buenos acabados Elevador Tres estacionamientos y una bodega en el mismo piso 12. Amenities como son: Alberca semiolimpica, gimnasio salón de deportes, jardines, juegos infantiles Vigilancia 24 hrs. Sala de vapor. Cámaras de seguridad en todos los pisos. Estátus jurídico: Libre de gravamen. ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema.",https://www.lamudi.com.mx/departamento-en-venta-en-ampliacion-granada-5.html
1496,3.5,3,6.5,269,0,departamento,,"[-99.256689,19.330669]","Olivar de los Padres, Álvaro Obregón",unknown,14666293,AP5FA04FBB27D89MX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 3 Recámaras, 3.5 Baños, 268.8 m2 de Área Habitable, 20.66 m2 de Balcòn, para una superficie total de 289.46 m2 Bosque 6060 es un proyecto residencial con departamentos desde 210 m2 y hasta 700 m2 al sur de Ciudad de México. A metros de Rancho San Francisco. Está inmerso en un bosque protegido por un castillo antiguo que, combinado con una arquitectura contemporánea, brinda la posibilidad de vivir rodeado de la naturaleza con todas las comodidades de la vida actual. El entrar al desarrollo se pone la piel chinita, es impresionante. El castillo fue diseñado por el Arq. Francisco Artigas en la década de los 50?s y la arquitectura actual a manos de reconocidas firmas de arquitectos como Bernardi + Peschard. Las amenidades como Bares, Salones, Biblioteca, GYM, Spa, Alberca y Jacuzzi están en el castillo antiguo, es toda una experiencia estar ahí y aún más invitar a tu familia y amigos. Recomiendo en su visita pedir ver el GYM, el cual es un cubo de vidrio en medio del bosque. El nombre Bosque 6060 viene de estar rodeado de 49 hectáreas certificadas de bosque. Aunque los demás desarrollos digan tener áreas verdes, este es el único con estas características. La clave para que este desarrollo sea el mejor de la zona y uno de los mejores de México es su mezcla entre el castillo y departamentos como ya no hay, arriba de 250 metros cuadrados, techos muy altos, cuarto de servicio y vestidores donde cabe lo de toda la familia sin problemas.",https://www.lamudi.com.mx/c6-bosque-6060.html
1497,2,2,unknown,78,1,departamento,,"[-99.19748,19.34843]","San Angel, Álvaro Obregón",unknown,4100000,AP60AD8E87628BEMX,"[""departamento"",""departamentos""]",2019,"Hermoso departamento semi nuevo, quinto piso, con acabados de lujo, muy iluminado, vista panorámica, 78m2 de superficie, excelente ubicación frente al club españa sobre insurgentes sur, 2 recámaras, dos baños completos, la principal con baño integrado, cocina equipada, área de lavado, balcón a todo lo largo del departamento, persianas tipo pantalla solar y black out, un estacionamiento con valet parking. En área común: pool spa, salón de usos múltiples, gimnasio, business center, terraza con mesas, planta de luz, seguridad. Venta $4,100,000 o renta $17,000 incluyendo el mantenimiento.",https://www.lamudi.com.mx/departamento-en-venta-impecable.html
1498,2,2,2,76,0,departamento,,"[-99.1629799,19.3984919]","Del Valle, Benito Juárez",unknown,3795000,AP60A7372EBEBA8MX,"[""departamento"",""departamentos""]",2021,"Regalale a tu familia un #DepaFlat de Calle Amores de 76 m2, ubicado en Colonia del Valle en la alcaldía Benito Juárez, una de las mejores zonas de la CDMX.La vivienda está ubicada en un 2º piso, con elevador y una estupenda área común. Cuenta con 2 recámaras, una de ellas con baño propio y closet, amplia y luminosa estancia, cocina equipada independiente, Área de lavado, 2 baños completos, 2 cajones de estacionamiento independientes y seguridad 24 horas.Su excelente ubicación te permitirá tener al alcance todos los servicios, ya que se encuentra próximo a Rio Becerra, Av. Insurgentes sur, Av. Xola y Av. Obrero mundial. Con acceso cercano a metro Etiopia.A sus alrededores cuenta con: Supermercado Superama Valle Norte, Sumesa Bajio, Sumesa Mier y Pesado y Parque María Enriqueta Camarillo.",https://www.lamudi.com.mx/departamento-en-venta-en-benito-juarez-colonia-del-valle-centro-1.html
