|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
2287|2287|20833.333333333332|1250000|1250000|N/A||60.0|60.0| INFONAVIT Iztacalco| Iztacalco|Piedra del Sol,  INFONAVIT Iztacalco, Iztacalco|2.0|1.0||MK Bienes Raíces|https://www.inmuebles24.com/propiedades/departamento-en-venta-iztacalco-col.-infonavit-61807841.html|//maps.google.com/maps/api/staticmap?center=19.384209099999999,-99.110275799999996&zoom=16&markers=19.384209099999999,-99.110275799999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=DHG_P9UDbCEIs1_QtrBBeUr85xg=&channel=rpfic-i24|19.3842091|-99.1102758
2288|2288|41382.97872340425|3890000|3890000|N/A|2000.0|94.0|94.0| Santa Cruz Atoyac| Benito Juárez|IXCATEOPAN 254 DEPARTAMENTO A-203,  Santa Cruz Atoyac, Benito Juárez|3.0|2.0|2.0|CENTURY 21 De La Torre|https://www.inmuebles24.com/propiedades/departamento-en-venta-a-10-min.-de-plaza-universidad-60651480.html|//maps.google.com/maps/api/staticmap?center=19.373416500000001,-99.158696399999996&zoom=16&markers=19.373416500000001,-99.158696399999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=nA0CiQnPr44IgMGA_xW2cObhcyM=&channel=rpfic-i24|19.3734165|-99.1586964
2289|2289|42500.0|5100000|5100000|N/A|2100.0|120.0|120.0| Polanco| Miguel Hidalgo|Lago Meru,  Polanco, Miguel Hidalgo|2.0|2.0|2.0|Delego SA de CV |https://www.inmuebles24.com/propiedades/departamento-venta-polanco-61493504.html|//maps.google.com/maps/api/staticmap?center=19.439651400000000,-99.191256599999970&zoom=16&markers=19.439651400000000,-99.191256599999970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=e3-eJyNjjMSTQhJV1QtO-HNRSTY=&channel=rpfic-i24|19.4396514|-99.19125659999997
2290|2290|34390.243902439026|4230000|4230000|N/A|1680.0|123.0|123.0| Cuauhtémoc| Cuauhtémoc|Calle Río Tiber 48,  Cuauhtémoc, Cuauhtémoc|3.0|3.0|1.0|danielrv94|https://www.inmuebles24.com/propiedades/departamento-rio-tiber-60193789.html|//maps.google.com/maps/api/staticmap?center=19.431785600000000,-99.169882199999990&zoom=16&markers=19.431785600000000,-99.169882199999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=cxhdQBpytWZsLqNh2iStsuIff_w=&channel=rpfic-i24|19.4317856|-99.1698822
2291|2291|39249.146757679184|11500000|11500000|N/A|10000.0|293.0|293.0| Lomas del Chamizal| Cuajimalpa de Morelos|Secretaria de la marina,  Lomas del Chamizal, Cuajimalpa de Morelos|3.0|3.0|3.0|RAFAEL ZAGA|https://www.inmuebles24.com/propiedades/303-m-sup2--sensacional-departamento-en-venta-bosque-59617062.html|//maps.google.com/maps/api/staticmap?center=19.417043199999998,-99.272416199999995&zoom=16&markers=19.417043199999998,-99.272416199999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=e-rbHw-2rl42qgvo8b96YajGIwM=&channel=rpfic-i24|19.4170432|-99.2724162
2292|2292|82781.45695364238|25000000|25000000|N/A||302.0|302.0| Polanco| Miguel Hidalgo|Tres Picos,  Polanco, Miguel Hidalgo|3.0|3.0|2.0|GOLDSTONE BIENES RAICES |https://www.inmuebles24.com/propiedades/venta-garden-polanco-tres-picos.-baja-de-precio-oferta-60259779.html|//maps.google.com/maps/api/staticmap?center=19.428765099999999,-99.188958799999994&zoom=16&markers=19.428765099999999,-99.188958799999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=D1u2tck645iehm4UTfR5cfPhaP8=&channel=rpfic-i24|19.4287651|-99.1889588
2293|2293||3950000|3950000|N/A|||53.0| Roma Norte| Cuauhtémoc|Sinaloa,  Roma Norte, Cuauhtémoc|1.0|1.0|1.0|Promotores Inmobiliarios |https://www.inmuebles24.com/propiedades/alure-condesa.-espectacular-loft-amueblado-59627973.html|//maps.google.com/maps/api/staticmap?center=19.419747815777650,-99.172113677915650&zoom=16&markers=19.419747815777650,-99.172113677915650&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=NdliRrDix17vF9r1RS6gt8naq2I=&channel=rpfic-i24|19.419747815777647|-99.17211367791565
2294|2294|2733.3333333333335|8200000|8200000|N/A|6000.0|3000.0|185.0| Lomas de Bezares| Miguel Hidalgo|CARRETERA MEXICO TOLUCA 2742,  Lomas de Bezares, Miguel Hidalgo|3.0|3.0|2.0|AZUMAR BIENES RAICES |https://www.inmuebles24.com/propiedades/santa-fe-lomas-de-bezares-punto-reforma-junto-a-61474913.html|//maps.google.com/maps/api/staticmap?center=19.389039800000000,-99.240734999999970&zoom=16&markers=19.389039800000000,-99.240734999999970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wVA5ajT9SlQxUO85gbfAkDdGwuA=&channel=rpfic-i24|19.3890398|-99.24073499999997
2295|2295|47857.142857142855|3350000|3350000|N/A||70.0|70.0| San Pedro de los Pinos| Benito Juárez|Periférico Blvd Adolfo López Mateos 265,  San Pedro de los Pinos, Benito Juárez|2.0|1.0|2.0|NEXIMO REALTECH PROPERTY GROUP|https://www.inmuebles24.com/propiedades/departamento-san-pedro-de-los-pinos-periferico-benito-62002809.html|//maps.google.com/maps/api/staticmap?center=19.392587230185203,-99.189674276451100&zoom=16&markers=19.392587230185203,-99.189674276451100&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ylgoiAGu35tKi1gS6n8otWQL30c=&channel=rpfic-i24|19.392587230185203|-99.1896742764511
2296|2296||7082800|7082800|N/A|2500.0||120.0| Juárez| Cuauhtémoc|Calle Lisboa 45, Juárez, Cuauhtémoc, 06600 Juárez, CDMX, Mexico,  Juárez, Cuauhtémoc|3.0|2.0|2.0|Daniel Escobosa|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-juarez-60491213.html|//maps.google.com/maps/api/staticmap?center=19.429475500000000,-99.156188100000000&zoom=16&markers=19.429475500000000,-99.156188100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=FnnlqNCliol0ckTtyX3nEEYPtNY=&channel=rpfic-i24|19.4294755|-99.1561881
2297|2297||15800000|15800000|N/A|||333.0| Jardines del Pedregal| Alvaro Obregón|Rio Magdalena ,  Jardines del Pedregal, Alvaro Obregón|2.0|3.0|4.0|Cataño Bienes Raíces|https://www.inmuebles24.com/propiedades/rio-magdalena-departamento-en-venta-54996510.html|//maps.google.com/maps/api/staticmap?center=19.337654000000000,-99.196363699999990&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=F_UU1xDh8KS4CZsaRvYQoy0NXLg=&channel=rpfic-i24|19.337654|-99.1963637
2298|2298|43000.0|8600000|8600000|N/A|6000.0|200.0|155.0| Del Valle Centro| Benito Juárez|SAN BORJA 209,  Del Valle Centro, Benito Juárez|2.0|2.0|2.0|Grupo Tredi|https://www.inmuebles24.com/propiedades/departamento-en-venta-201-san-borja-209-52241994.html|//maps.google.com/maps/api/staticmap?center=19.385852985073367,-99.171153553967300&zoom=16&markers=19.385852985073367,-99.171153553967300&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=aqdxi1Xrwf0ufvluCyOjtn9xgL8=&channel=rpfic-i24|19.385852985073367|-99.1711535539673
2299|2299|29292.929292929293|2900000|2900000|N/A|1800.0|99.0|99.0| San Pedro| Cuajimalpa de Morelos|Ahuatenco ,  San Pedro, Cuajimalpa de Morelos|2.0||2.0|Propiedadesmx|https://www.inmuebles24.com/propiedades/vendo-departamento-cuajimalpa-de-morelos-60638703.html|//maps.google.com/maps/api/staticmap?center=19.362118100000000,-99.300145600000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Iycx4mokLYgw_vBrS1ZL-H-knw4=&channel=rpfic-i24|19.3621181|-99.3001456
2300|2300|39208.63309352518|10900000|10900000|N/A|1300.0|278.0|477.0| Torres Lindavista| Gustavo A. Madero|Caracas Norte s/n,  Torres Lindavista, Gustavo A. Madero|4.0|4.0|6.0|D'Inmuebles|https://www.inmuebles24.com/propiedades/amplia-casa-en-esquina-en-lindavista-para-remodelar-61687686.html|//maps.google.com/maps/api/staticmap?center=19.510845600000000,-99.142292599999990&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pjBgHVPe3k1qkKcw-xdLoKoPrAc=&channel=rpfic-i24|19.5108456|-99.1422926
2301|2301|39095.207920792076|3948616|3948616|N/A|1500.0|101.0|101.0| Lomas de Padierna| Tlalpan|Sinanche,  Lomas de Padierna, Tlalpan|3.0|2.0|2.0|Alberto Gaona|https://www.inmuebles24.com/propiedades/departamento-con-balcon-interior-3-recamaras-2-60787312.html|//maps.google.com/maps/api/staticmap?center=19.293602500000000,-99.218784400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=telSqdJMXHklO75DIYkMRmZt8mA=&channel=rpfic-i24|19.2936025|-99.2187844
2302|2302|31804.73372781065|21500000|21500000|N/A||676.0|471.0| Bosque de las Lomas| Miguel Hidalgo|Bosque de Perales,  Bosque de las Lomas, Miguel Hidalgo|3.0|3.0|3.0|Snap Bienes Raices|https://www.inmuebles24.com/propiedades/casa-terreno-en-venta-en-bosque-de-perales-58640739.html|//maps.google.com/maps/api/staticmap?center=19.397118242613097,-99.248141782000740&zoom=16&markers=19.397118242613097,-99.248141782000740&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CQCyW-pe1i224yO3R1KeZA328XY=&channel=rpfic-i24|19.397118242613097|-99.24814178200073
2303|2303||3818568|3818568|N/A|||64.0| Del Valle Centro| Benito Juárez|Mier y Pesado,  Del Valle Centro, Benito Juárez|2.0|2.0|1.0|Fernando Garcia|https://www.inmuebles24.com/propiedades/departamentos-en-venta-mier-y-pesado-colonia-del-valle-60560071.html|//maps.google.com/maps/api/staticmap?center=19.393674579960930,-99.165640640475430&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=F8yqvypFETssVF6VP76-HRgAXnQ=&channel=rpfic-i24|19.393674579960926|-99.16564064047544
2304|2304|38000.0|3800000|3800000|N/A||100.0|180.0| El Retoño| Iztapalapa|AV. RIO CHURUBUSCO,  El Retoño, Iztapalapa|3.0|2.0||Tecnocasa Sinatel 12|https://www.inmuebles24.com/propiedades/casa-venta-61742191.html|//maps.google.com/maps/api/staticmap?center=19.369452302626559,-99.124143047129166&zoom=16&markers=19.369452302626559,-99.124143047129166&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=02ljT9-gxQD7eBmX0anwsmvFNAY=&channel=rpfic-i24|19.36945230262656|-99.12414304712915
2305|2305|50534.75935828877|18900000|18900000|N/A|9250.0|374.0|374.0| Santa Fe Cuajimalpa| Cuajimalpa de Morelos|Prolongación Calle Carlos Echanove ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos|3.0|3.0|3.0|cesar|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-santa-fe-61332932.html|//maps.google.com/maps/api/staticmap?center=19.362531100000000,-99.282038800000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wgc8WI07_7CKe0WuvErktNqHMmY=&channel=rpfic-i24|19.3625311|-99.2820388
2306|2306|50967.74193548387|7900000|7900000|N/A|6000.0|155.0|140.0| Del Valle Centro| Benito Juárez|Aniceto Ortega ,  Del Valle Centro, Benito Juárez|3.0|3.0|2.0|SANDRA ELIZABETH BARRIENTOS DÍAZ|https://www.inmuebles24.com/propiedades/depa-col-del-valle-155.7-m-sup2--3-rec-2.5-banos-61826875.html|//maps.google.com/maps/api/staticmap?center=19.383948000000000,-99.163907900000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=4xankl40ChYc70xhSPMHaPKVfFk=&channel=rpfic-i24|19.383948|-99.1639079
2307|2307|26315.78947368421|25000000|25000000|N/A||950.0|600.0| Jardines del Pedregal| Alvaro Obregón|Pirules,  Jardines del Pedregal, Alvaro Obregón|3.0|3.0|5.0|itziardeloyola|https://www.inmuebles24.com/propiedades/hermosa-casa-en-una-planta-calle-cerrada-vigilancia-56092333.html|//maps.google.com/maps/api/staticmap?center=19.320575200000000,-99.209289700000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=j_nPjYnUwfwgbOGLmEam5PQg2Z0=&channel=rpfic-i24|19.3205752|-99.2092897
2308|2308|66000.0|33000000|33000000|N/A||500.0|750.0| San Ángel| Alvaro Obregón|MARISCAL,  San Ángel, Alvaro Obregón|4.0|5.0|6.0|MEJORES CASAS EN VENTA|https://www.inmuebles24.com/propiedades/san-angel.-vendo-impecable-residencia-en-colonia-de-58528363.html|//maps.google.com/maps/api/staticmap?center=19.349841200000000,-99.199759600000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ONbm3_9tCmB0zKyu54A9WpX0pts=&channel=rpfic-i24|19.3498412|-99.1997596
2309|2309|46029.859154929574|3268120|3268120|N/A||71.0|71.0| Tacubaya| Miguel Hidalgo|Joublanc,  Tacubaya, Miguel Hidalgo|2.0|2.0|1.0|Mint Inmobiliaria|https://www.inmuebles24.com/propiedades/dr.-joublanc-tacubaya-pre-venta-59688695.html|//maps.google.com/maps/api/staticmap?center=19.402878000000001,-99.185308599999999&zoom=16&markers=19.402878000000001,-99.185308599999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=5a1LtVDyelaYTsWdGXue5evP7ME=&channel=rpfic-i24|19.402878|-99.18530860000001
2310|2310|49090.90909090909|27000000|27000000|N/A||550.0|465.0| Bosques de las Lomas| Cuajimalpa de Morelos|CAMINO AL OLIVO,  Bosques de las Lomas, Cuajimalpa de Morelos|4.0|5.0|5.0|Henry Oak Realty|https://www.inmuebles24.com/propiedades/departamento-en-venta-bosques-de-las-lomas-61492126.html|//maps.google.com/maps/api/staticmap?center=19.378023200000000,-99.276970200000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PKJof3Js5UGN56MGLHD_K-X1klQ=&channel=rpfic-i24|19.3780232|-99.2769702
2311|2311|53846.153846153844|3500000|3500000|N/A||65.0|65.0| Ampliación Granada| Miguel Hidalgo|Laguna de Mayrán,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|2.0|YELLOW BLOCK Esmeralda|https://www.inmuebles24.com/propiedades/inmueble-de-inversion-5-tasa-51347887.html|//maps.google.com/maps/api/staticmap?center=19.442178029603050,-99.185899146063200&zoom=16&markers=19.442178029603050,-99.185899146063200&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=KkAzXRGlBrXS7Un7bqRtvVeaPM4=&channel=rpfic-i24|19.44217802960305|-99.1858991460632
2312|2312|176923.07692307694|11500000|11500000|N/A||65.0|65.0| La Palma| Tlalpan|Morelos,  La Palma, Tlalpan|2.0|1.0||HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-la-palma-con-2-recamaras-id:-27170.-60870979.html|//maps.google.com/maps/api/staticmap?center=19.551439999999999,-99.149621699999997&zoom=16&markers=19.551439999999999,-99.149621699999997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=LT35i0KXcaJlUJhlORStJYyTrGw=&channel=rpfic-i24|19.55144|-99.1496217
2313|2313|30000.0|2580000|2580000|N/A||86.0|80.0| Lindavista| Gustavo A. Madero|cienfuegos ,  Lindavista, Gustavo A. Madero|2.0|2.0|2.0|JUANCARLOS.RABIELA|https://www.inmuebles24.com/propiedades/excelente-departamento-con-acabados-de-lujo-en-51822774.html|//maps.google.com/maps/api/staticmap?center=19.500692000000000,-99.123038000000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=63t4oFL874lHSOWJjW6Ym1PKuTk=&channel=rpfic-i24|19.500692|-99.123038
2314|2314|45000.0|8100000|8100000|N/A||180.0|180.0| Villa Verdún| Alvaro Obregón|Prolongación Centenario,  Villa Verdún, Alvaro Obregón|3.0|2.0|3.0|Coldwell Banker Invest |https://www.inmuebles24.com/propiedades/hermoso-departamento-en-el-desarrollo-bio-apartments.-61586732.html|//maps.google.com/maps/api/staticmap?center=19.341299600000000,-99.260387400000010&zoom=16&markers=19.341299600000000,-99.260387400000010&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yyfh77MVrF4ePBnLjm11des4uhc=&channel=rpfic-i24|19.3412996|-99.2603874
2315|2315|27114.285714285714|1898000|1898000|N/A||70.0|70.0| 7 de Noviembre| Gustavo A. Madero|Congreso de la Union 3523,  7 de Noviembre, Gustavo A. Madero|2.0|2.0|1.0|Inmobiliaria|https://www.inmuebles24.com/propiedades/hermoso-depto-a-3-min-metro-consulado-61834829.html|//maps.google.com/maps/api/staticmap?center=19.456511600000000,-99.114042200000000&zoom=16&markers=19.456511600000000,-99.114042200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=J2ip3zBEH0Q-3pCQxgc50l1tKB8=&channel=rpfic-i24|19.4565116|-99.1140422
2316|2316|61497.326203208555|11500000|11500000|N/A||187.0|187.0| Lomas de Chapultepec| Miguel Hidalgo|Avenida de las Palmas 515,  Lomas de Chapultepec, Miguel Hidalgo|2.0|2.0|2.0|Snap Bienes Raices|https://www.inmuebles24.com/propiedades/departamento-en-venta-palmas-park-59957695.html|//maps.google.com/maps/api/staticmap?center=19.430055000000000,-99.212206600000000&zoom=16&markers=19.430055000000000,-99.212206600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=jGNseXNpPoRj69cpl6O5rHk1e9s=&channel=rpfic-i24|19.430055|-99.2122066
2317|2317|39090.90909090909|4300000|4300000|N/A|1300.0|110.0|110.0| Del Valle Centro| Benito Juárez|Av. Eugenia 626, edificio 3,departamento 302. Colonia del Valle centro, Benito juarez, Distrito Federal.,  Del Valle Centro, Benito Juárez|3.0||1.0|monica vargas|https://www.inmuebles24.com/propiedades/venta-departamento-del-valle-61795942.html|//maps.google.com/maps/api/staticmap?center=19.387692500000000,-99.167238200000000&zoom=16&markers=19.387692500000000,-99.167238200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=w_DJcU7Mmgby2lPtXnMUfcyXvwI=&channel=rpfic-i24|19.3876925|-99.1672382
2318|2318|18958.333333333332|4550000|4550000|N/A||240.0|180.0| San Antonio| Iztapalapa|Calle 10,  San Antonio, Iztapalapa|3.0|4.0|4.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/casa-en-san-antonio-con-3-recamaras-id:-34983.-61542047.html|//maps.google.com/maps/api/staticmap?center=19.367872800000000,-99.107151799999996&zoom=16&markers=19.367872800000000,-99.107151799999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=i0dsq48MP-PoqSSuNMysr8OUWmM=&channel=rpfic-i24|19.3678728|-99.1071518
2319|2319||716000|716000|N/A|||235.0| La Angostura| Alvaro Obregón|CALLE  TRANSMISIONES ,  La Angostura, Alvaro Obregón|4.0|2.0|2.0|Remates Bancarios|https://www.inmuebles24.com/propiedades/hermosa-casa-en-venta-en-alvaro-obregon-remate!-61883997.html|//maps.google.com/maps/api/staticmap?center=19.333801500000000,-99.234305300000000&zoom=16&markers=19.333801500000000,-99.234305300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=xVcuRjlbivUdzY7uhJTXQN1KfGY=&channel=rpfic-i24|19.3338015|-99.2343053
2320|2320|41590.90909090909|5490000|5490000|N/A|3500.0|132.0|132.0| Olivar de los Padres| Alvaro Obregón|av desierto de los leones,  Olivar de los Padres, Alvaro Obregón|3.0|2.0|2.0|Benjamín Medina |https://www.inmuebles24.com/propiedades/estrena-desierto-de-los-leones-3-rec-60164285.html|//maps.google.com/maps/api/staticmap?center=19.339383600000001,-99.236485400000006&zoom=16&markers=19.339383600000001,-99.236485400000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=1QbbfHuvufNcDJGCxtRFumKAG5k=&channel=rpfic-i24|19.3393836|-99.2364854
2321|2321|7193.812949640288|1999880|39597624.0|N/A||278.0|278.0| Polanco| Miguel Hidalgo|Campos Elíseos,  Polanco, Miguel Hidalgo|3.0|3.0|3.0|Fratelli Real Estate|https://www.inmuebles24.com/propiedades/departamento-en-venta-campos-eliseos.-61051117.html|//maps.google.com/maps/api/staticmap?center=19.428038399999998,-99.193426099999996&zoom=16&markers=19.428038399999998,-99.193426099999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6YAAj5N4eaLSUgj35vV_Z-EsYBk=&channel=rpfic-i24|19.4280384|-99.1934261
2322|2322|34031.25|2178000|2178000|N/A||64.0|64.0| Ajusco| Coyoacán|ZAPOTECAS,  Ajusco, Coyoacán|2.0|2.0|1.0|VITA BIENES RAÍCES|https://www.inmuebles24.com/propiedades/estrena-exclusivo-departamento-sur-cdmx-roof-garden-58291516.html|//maps.google.com/maps/api/staticmap?center=19.324002799999998,-99.160889100000005&zoom=16&markers=19.324002799999998,-99.160889100000005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ZPP9gHIDMAgS7cF4U-piYZ_asus=&channel=rpfic-i24|19.3240028|-99.1608891
2323|2323|58147.36842105263|5524000|5524000|N/A||95.0|95.0| Narvarte Oriente| Benito Juárez|La Quemada 372,  Narvarte Oriente, Benito Juárez|3.0|2.0|2.0|NEXIMO REALTECH PROPERTY GROUP|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-narvarte-oriente-benito-60816885.html|//maps.google.com/maps/api/staticmap?center=19.389297455532808,-99.150424718012772&zoom=16&markers=19.389297455532808,-99.150424718012772&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9f0cDPwQwPjQhhwmlNSSDwWmm00=&channel=rpfic-i24|19.38929745553281|-99.15042471801277
2324|2324|33296.2962962963|8990000|8990000|N/A|4500.0|270.0|270.0| Lomas de Vista Hermosa| Cuajimalpa de Morelos|,  Lomas de Vista Hermosa, Cuajimalpa de Morelos|3.0|3.0|4.0|SP Inmobiliaria|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-santa-fe-conjunto-el-abedul-58175419.html|//maps.google.com/maps/api/staticmap?center=19.377212700000001,-99.269616400000003&zoom=16&markers=19.377212700000001,-99.269616400000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gTfQAuNoO9Y6cEc4UKddGb5Tmh4=&channel=rpfic-i24|19.3772127|-99.2696164
